age_group,gender,id_drug,name_drug,coadmin,inter,patient,patient-inter,patient.coad
00-04,Male,DB00313,Valproic acid,2785,76,304,13,262
00-04,Male,DB00417,Phenoxymethylpenicillin,1478,0,1768,0,868
00-04,Male,DB00764,Mometasone,964,0,607,0,409
00-04,Male,DB01140,Cefadroxil,372,0,400,0,193
00-04,Male,DB00581,Lactulose,1048,0,1205,0,537
00-04,Male,DB01184,Domperidone,2642,0,2600,0,1326
00-04,Male,DB01321,Josamycin,2142,3,1603,3,991
00-04,Male,DB00671,Cefixime,4075,0,2908,0,1717
00-04,Male,DB11156,Pyrantel,337,0,460,0,190
00-04,Male,DB01415,Ceftibuten,371,0,263,0,155
00-04,Male,DB00583,Levocarnitine,408,0,29,0,25
00-04,Male,DB00829,Diazepam,901,14,383,14,273
00-04,Male,DB00337,Pimecrolimus,481,0,500,0,230
00-04,Male,DB00349,Clobazam,632,0,39,0,37
00-04,Male,DB00555,Lamotrigine,173,1,22,1,22
00-04,Male,DB01202,Levetiracetam,585,27,60,8,56
00-04,Male,DB01416,Cefpodoxime,677,0,475,0,273
00-04,Male,DB01592,Iron,1153,0,1036,0,537
00-04,Male,DB04930,Permethrin,217,0,222,0,127
00-04,Male,DB13511,Clebopride,570,0,579,0,279
00-04,Male,DB00635,Prednisone,185,1,103,1,69
00-04,Male,DB00199,Erythromycin,618,1,527,1,289
00-04,Male,DB00646,Nystatin,1240,0,1087,0,590
00-04,Male,DB00643,Mebendazole,1765,0,2303,0,987
00-04,Male,DB00916,Metronidazole,407,0,458,0,200
00-04,Male,DB01246,Alimemazine,82,0,57,0,29
00-04,Male,DB00787,Acyclovir,856,0,583,0,338
00-04,Male,DB06723,Aluminum hydroxide,198,0,141,0,86
00-04,Male,DB09085,Tetracaine,132,0,167,0,77
00-04,Male,DB00115,Cyanocobalamin,61,0,32,0,21
00-04,Male,DB00364,Sucralfate,215,3,124,2,77
00-04,Male,DB00472,Fluoxetine,53,6,28,4,19
00-04,Male,DB00584,Enalapril,276,3,71,2,54
00-04,Male,DB01233,Metoclopramide,935,0,979,0,497
00-04,Male,DB00394,Beclomethasone dipropionate,233,0,77,0,75
00-04,Male,DB00734,Risperidone,293,2,95,2,61
00-04,Male,DB12487,Promestriene,6,0,7,0,4
00-04,Male,DB09019,Bromhexine,411,0,352,0,212
00-04,Male,DB00966,Telmisartan,13,0,7,0,5
00-04,Male,DB00338,Omeprazole,1507,43,420,27,340
00-04,Male,DB06282,Levocetirizine,310,0,268,0,147
00-04,Male,DB00945,Acetylsalicylic acid,351,33,76,23,57
00-04,Male,DB01071,Mequitazine,228,0,162,0,101
00-04,Male,DB00668,Epinephrine,504,0,263,0,179
00-04,Male,DB11614,Rupatadine,17,0,11,0,10
00-04,Male,DB00169,Cholecalciferol,359,0,215,0,114
00-04,Male,DB14585,Plantago ovata seed,105,0,62,0,40
00-04,Male,DB00697,Tizanidine,9,0,4,0,4
00-04,Male,DB12942,Lactitol,313,0,311,0,142
00-04,Male,DB00400,Griseofulvin,67,0,145,0,46
00-04,Male,DB11348,Calcium Phosphate,42,0,32,0,20
00-04,Male,DB00828,Fosfomycin,103,0,108,0,51
00-04,Male,DB04817,Metamizole,523,0,292,0,215
00-04,Male,DB00040,Glucagon,76,0,38,0,28
00-04,Male,DB01147,Cloxacillin,165,0,248,0,100
00-04,Male,DB01075,Diphenhydramine,316,0,256,0,153
00-04,Male,DB00422,Methylphenidate,233,0,124,0,76
00-04,Male,DB13315,Sobrerol,196,0,126,0,83
00-04,Male,DB13872,Lormetazepam,76,0,32,0,19
00-04,Male,DB00836,Loperamide,205,0,111,0,65
00-04,Male,DB01306,Insulin aspart,187,1,41,1,34
00-04,Male,DB00030,Insulin human,177,0,52,0,40
00-04,Male,DB01307,Insulin detemir,72,0,19,0,15
00-04,Male,DB00186,Lorazepam,269,1,56,1,45
00-04,Male,DB00537,Ciprofloxacin,93,1,35,1,24
00-04,Male,DB00404,Alprazolam,235,14,96,10,71
00-04,Male,DB00678,Losartan,24,0,9,0,8
00-04,Male,DB01242,Clomipramine,21,3,8,2,7
00-04,Male,DB00563,Methotrexate,163,80,31,18,26
00-04,Male,DB01033,Mercaptopurine,93,0,11,0,9
00-04,Male,DB00334,Olanzapine,7,0,4,0,2
00-04,Male,DB00951,Isoniazid,139,7,68,7,46
00-04,Male,DB13257,Ferrous sulfate anhydrous,173,0,89,0,54
00-04,Male,DB00864,Tacrolimus,201,3,248,3,101
00-04,Male,DB00741,Hydrocortisone,288,2,366,2,164
00-04,Male,DB01016,Glyburide,29,1,5,1,5
00-04,Male,DB00215,Citalopram,199,2,41,2,36
00-04,Male,DB09285,Morniflumate,108,0,100,0,64
00-04,Male,DB00304,Desogestrel,29,0,28,0,18
00-04,Male,DB00959,Methylprednisolone,376,8,85,5,70
00-04,Male,DB00706,Tamsulosin,8,0,5,0,3
00-04,Male,DB00213,Pantoprazole,26,0,11,0,7
00-04,Male,DB00437,Allopurinol,34,0,14,0,13
00-04,Male,DB09214,Dexketoprofen,95,0,46,0,39
00-04,Male,DB00736,Esomeprazole,145,0,44,0,34
00-04,Male,DB08906,Fluticasone furoate,169,0,115,0,65
00-04,Male,DB01403,Methotrimeprazine,235,0,22,0,17
00-04,Male,DB01066,Cefditoren,11,0,4,0,4
00-04,Male,DB01328,Cefonicid,212,0,111,0,89
00-04,Male,DB00451,Levothyroxine,144,0,73,0,47
00-04,Male,DB00972,Azelastine,60,0,54,0,35
00-04,Male,DB00564,Carbamazepine,360,114,47,22,44
00-04,Male,DB01174,Phenobarbital,162,14,21,6,19
00-04,Male,DB11596,Levoleucovorin,2,0,3,0,1
00-04,Male,DB00086,Streptokinase,84,0,55,0,42
00-04,Male,DB00273,Topiramate,259,4,31,1,20
00-04,Male,DB00035,Desmopressin,95,0,66,0,42
00-04,Male,DB00218,Moxifloxacin,27,1,8,1,7
00-04,Male,DB00302,Tranexamic acid,6,0,19,0,4
00-04,Male,DB11098,Potassium bicarbonate,40,0,8,0,8
00-04,Male,DB01024,Mycophenolic acid,69,0,10,0,7
00-04,Male,DB01080,Vigabatrin,266,0,10,0,10
00-04,Male,DB06201,Rufinamide,120,0,5,0,5
00-04,Male,DB13490,Hidrosmin,3,0,2,0,1
00-04,Male,DB13287,Miocamycin,142,0,117,0,59
00-04,Male,DB13500,Otilonium,114,0,146,0,63
00-04,Male,DB00998,Frovatriptan,6,0,2,0,2
00-04,Male,DB00863,Ranitidine,78,0,45,0,29
00-04,Male,DB01115,Nifedipine,12,1,4,1,3
00-04,Male,DB13365,Calcium lactate gluconate,30,0,6,0,5
00-04,Male,DB00248,Cabergoline,3,0,4,0,2
00-04,Male,DB09089,Trimebutine,148,0,149,0,69
00-04,Male,DB00650,Leucovorin,80,2,16,2,10
00-04,Male,DB01296,Glucosamine,12,0,5,0,5
00-04,Male,DB09320,Procaine benzylpenicillin,79,0,40,0,34
00-04,Male,DB00641,Simvastatin,250,2,47,2,39
00-04,Male,DB01106,Levocabastine,27,0,22,0,12
00-04,Male,DB00281,Lidocaine,49,0,110,0,32
00-04,Male,DB01076,Atorvastatin,50,1,17,1,15
00-04,Male,DB00321,Amitriptyline,25,4,10,3,8
00-04,Male,DB11994,Diacerein,10,0,5,0,4
00-04,Male,DB01234,Dexamethasone,153,2,88,2,63
00-04,Male,DB00586,Diclofenac,143,0,87,0,67
00-04,Male,DB00620,Triamcinolone,162,0,105,0,78
00-04,Male,DB00852,Pseudoephedrine,21,0,10,0,9
00-04,Male,DB06725,Lornoxicam,3,0,2,0,1
00-04,Male,DB00513,Aminocaproic acid,23,0,19,0,10
00-04,Male,DB00331,Metformin,201,0,34,0,31
00-04,Male,DB01053,Benzylpenicillin,5,0,7,0,4
00-04,Male,DB00656,Trazodone,21,0,5,0,5
00-04,Male,DB00395,Carisoprodol,1,0,1,0,1
00-04,Male,DB01136,Carvedilol,9,2,7,2,5
00-04,Male,DB09301,Chondroitin sulfate,13,0,9,0,4
00-04,Male,DB01003,Cromoglicic acid,111,0,34,0,34
00-04,Male,DB00857,Terbinafine,12,0,18,0,4
00-04,Male,DB00788,Naproxen,61,0,33,0,26
00-04,Male,DB00390,Digoxin,80,6,13,2,10
00-04,Male,DB01558,Bromazepam,22,0,10,0,7
00-04,Male,DB00715,Paroxetine,49,3,39,3,29
00-04,Male,DB00193,Tramadol,90,0,18,0,17
00-04,Male,DB09300,Butylscopolamine,55,0,33,0,24
00-04,Male,DB09323,Benzylpenicillin benzathine hydrate,70,0,49,0,30
00-04,Male,DB01225,Enoxaparin,34,0,11,0,9
00-04,Male,DB01190,Clindamycin,24,0,21,0,13
00-04,Male,DB00476,Duloxetine,55,0,13,0,12
00-04,Male,DB13256,Clothiapine,23,0,3,0,3
00-04,Male,DB00519,Trandolapril,8,0,2,0,2
00-04,Male,DB00661,Verapamil,30,1,5,1,5
00-04,Male,DB00999,Hydrochlorothiazide,213,0,33,0,29
00-04,Male,DB08995,Diosmin,29,0,17,0,13
00-04,Male,DB00421,Spironolactone,20,9,6,3,5
00-04,Male,DB00695,Furosemide,37,2,13,1,8
00-04,Male,DB00924,Cyclobenzaprine,9,0,4,0,4
00-04,Male,DB00727,Nitroglycerin,16,0,10,0,8
00-04,Male,DB00806,Pentoxifylline,11,0,3,0,3
00-04,Male,DB00783,Estradiol,33,0,19,0,17
00-04,Male,DB04839,Cyproterone acetate,30,0,16,0,16
00-04,Male,DB01095,Fluvastatin,7,0,7,0,5
00-04,Male,DB01026,Ketoconazole,18,2,29,2,8
00-04,Male,DB00046,Insulin lispro,125,0,30,0,21
00-04,Male,DB00687,Fludrocortisone,46,0,8,0,7
00-04,Male,DB00277,Theophylline,1,0,1,0,1
00-04,Male,DB00927,Famotidine,3,0,1,0,1
00-04,Male,DB06736,Aceclofenac,17,0,8,0,6
00-04,Male,DB00177,Valsartan,18,0,9,0,4
00-04,Male,DB00381,Amlodipine,260,0,23,0,23
00-04,Male,DB00491,Miglitol,1,0,1,0,1
00-04,Male,DB08810,Cinitapride,13,0,8,0,5
00-04,Male,DB01167,Itraconazole,118,24,23,9,20
00-04,Male,DB01131,Proguanil,15,0,15,0,7
00-04,Male,DB00448,Lansoprazole,188,0,65,0,54
00-04,Male,DB00904,Ondansetron,54,0,13,0,9
00-04,Male,DB01045,Rifampicin,173,9,80,8,49
00-04,Male,DB1332,Tetrazepam,94,0,42,0,35
00-04,Male,DB01068,Clonazepam,315,5,25,4,23
00-04,Male,DB00918,Almotriptan,4,0,3,0,2
00-04,Male,DB00335,Atenolol,78,7,15,3,11
00-04,Male,DB00285,Venlafaxine,16,0,15,0,11
00-04,Male,DB01104,Sertraline,37,1,23,1,16
00-04,Male,DB00047,Insulin glargine,69,0,16,0,14
00-04,Male,DB01309,Insulin glulisine,14,0,6,0,5
00-04,Male,DB01059,Norfloxacin,15,0,9,0,7
00-04,Male,DB00396,Progesterone,14,0,7,0,6
00-04,Male,DB01421,Paromomycin,1,0,7,0,1
00-04,Male,DB00996,Gabapentin,20,0,7,0,4
00-04,Male,DB00339,Pyrazinamide,44,0,12,0,12
00-04,Male,DB00571,Propranolol,41,6,11,4,6
00-04,Male,DB00017,Salmon calcitonin,1,0,1,0,1
00-04,Male,DB04573,Estriol,1,0,1,0,1
00-04,Male,DB00590,Doxazosin,1,0,4,0,1
00-04,Male,DB00973,Ezetimibe,1,0,3,0,1
00-04,Male,DB00593,Ethosuximide,26,0,5,0,5
00-04,Male,DB00254,Doxycycline,25,2,13,2,7
00-04,Male,DB04876,Vildagliptin,4,0,1,0,1
00-04,Male,DB00810,Biperiden,38,0,3,0,3
00-04,Male,DB00776,Oxcarbazepine,478,7,59,2,53
00-04,Male,DB00330,Ethambutol,24,0,7,0,6
00-04,Male,DB00391,Sulpiride,27,0,20,0,13
00-04,Male,DB00121,Biotin,45,0,9,0,7
00-04,Male,DB00458,Imipramine,7,0,2,0,2
00-04,Male,DB00911,Tinidazole,10,0,14,0,7
00-04,Male,DB00370,Mirtazapine,12,0,5,0,5
00-04,Male,DB00252,Phenytoin,30,10,7,4,6
00-04,Male,DB01586,Ursodeoxycholic acid,114,3,12,1,11
00-04,Male,DB00328,Indomethacin,14,1,8,1,6
00-04,Male,DB00230,Pregabalin,33,0,16,0,14
00-04,Male,DB04841,Flunarizine,4,0,5,0,2
00-04,Male,DB00808,Indapamide,19,0,6,0,6
00-04,Male,DB01005,Hydroxyurea,25,0,4,0,4
00-04,Male,DB06825,Triptorelin,4,0,5,0,2
00-04,Male,DB01609,Deferasirox,3,0,1,0,1
00-04,Male,DB00315,Zolmitriptan,9,0,5,0,2
00-04,Male,DB00434,Cyproheptadine,5,0,8,0,3
00-04,Male,DB01608,Periciazine,2,0,4,0,1
00-04,Male,DB00598,Labetalol,9,0,3,0,1
00-04,Male,DB01432,Cholestyramine,22,3,5,1,2
00-04,Male,DB00091,Cyclosporine,69,20,8,7,8
00-04,Male,DB00372,Thiethylperazine,5,0,4,0,2
00-04,Male,DB06218,Lacosamide,20,0,2,0,2
00-04,Male,DB01241,Gemfibrozil,15,0,6,0,4
00-04,Male,DB02703,Fusidic acid,12,0,8,0,7
00-04,Male,DB00993,Azathioprine,19,2,6,1,5
00-04,Male,DB01436,Alfacalcidol,45,0,6,0,4
00-04,Male,DB06724,Calcium carbonate,89,0,11,0,8
00-04,Male,DB00244,Mesalazine,10,0,5,0,3
00-04,Male,DB00612,Bisoprolol,97,10,11,5,11
00-04,Male,DB09069,Trimetazidine,8,0,4,0,2
00-04,Male,DB00165,Pyridoxine,38,0,10,0,3
00-04,Male,DB01394,Colchicine,6,0,1,0,1
00-04,Male,DB00425,Zolpidem,23,0,11,0,7
00-04,Male,DB01418,Acenocoumarol,34,3,12,3,8
00-04,Male,DB00881,Quinapril,3,0,2,0,2
00-04,Male,DB13919,Candesartan,9,0,6,0,3
00-04,Male,DB00196,Fluconazole,65,0,34,0,23
00-04,Male,DB01062,Oxybutynin,62,0,16,0,12
00-04,Male,DB01098,Rosuvastatin,3,0,2,0,2
00-04,Male,DB00291,Chlorambucil,0,0,1,0,0
00-04,Male,DB01036,Tolterodine,3,0,11,0,2
00-04,Male,DB00283,Clemastine,4,0,6,0,3
00-04,Male,DB00146,Calcifediol,37,0,25,0,13
00-04,Male,DB00778,Roxithromycin,0,0,1,0,0
00-04,Male,DB01203,Nadolol,0,0,1,0,0
00-04,Male,DB09126,Chorionic Gonadotropin (Human),2,0,7,0,2
00-04,Male,DB00961,Mepivacaine,1,0,1,0,1
00-04,Male,DB00289,Atomoxetine,22,0,4,0,2
00-04,Male,DB08938,Magaldrate,4,0,3,0,2
00-04,Male,DB00790,Perindopril,3,0,3,0,2
00-04,Male,DB06698,Betahistine,27,0,13,0,12
00-04,Male,DB00624,Testosterone,9,0,8,0,5
00-04,Male,DB01022,Phylloquinone,175,0,9,0,7
00-04,Male,DB08814,Triflusal,8,0,2,0,2
00-04,Male,DB00722,Lisinopril,13,0,4,0,4
00-04,Male,DB09210,Piracetam,8,0,5,0,3
00-04,Male,DB12153,Citicoline,6,0,1,0,1
00-04,Male,DB01611,Hydroxychloroquine,13,0,3,0,3
00-04,Male,DB00540,Nortriptyline,6,0,3,0,2
00-04,Male,DB01356,Lithium cation,1,0,1,0,1
00-04,Male,DB00669,Sumatriptan,16,0,10,0,7
00-04,Male,DB01197,Captopril,41,3,12,1,11
00-04,Male,DB00176,Fluvoxamine,0,0,1,0,0
00-04,Male,DB00912,Repaglinide,8,0,4,0,2
00-04,Male,DB01120,Gliclazide,18,1,6,1,6
00-04,Male,DB01029,Irbesartan,14,1,6,1,5
00-04,Male,DB00007,Leuprolide,8,0,2,0,1
00-04,Male,DB00698,Nitrofurantoin,19,0,5,0,4
00-04,Male,DB00181,Baclofen,329,0,13,0,12
00-04,Male,DB00481,Raloxifene,12,0,5,0,3
00-04,Male,DB00758,Clopidogrel,11,0,4,0,4
00-04,Male,DB00320,Dihydroergotamine,19,1,6,1,6
00-04,Male,DB13434,Fenticonazole,6,0,7,0,4
00-04,Male,DB00393,Nimodipine,3,0,1,0,1
00-04,Male,DB00214,Torasemide,13,0,4,0,4
00-04,Male,DB01261,Sitagliptin,5,0,3,0,3
00-04,Male,DB00763,Methimazole,7,0,2,0,2
00-04,Male,DB00415,Ampicillin,0,0,1,0,0
00-04,Male,DB00683,Midazolam,4,0,3,0,2
00-04,Male,DB01017,Minocycline,3,0,5,0,2
00-04,Male,DB11251,Tocopherol,259,0,12,0,8
00-04,Male,DB00696,Ergotamine,9,0,3,0,3
00-04,Male,DB09275,Bismuth subcitrate potassium,7,0,4,0,4
00-04,Male,DB00175,Pravastatin,14,0,8,0,4
00-04,Male,DB06145,Spiramycin,9,0,4,0,4
00-04,Male,DB13483,Etamsylate,0,0,1,0,0
00-04,Male,DB00162,Vitamin A,4,0,2,0,2
00-04,Male,DB01624,Zuclopenthixol,0,0,1,0,0
00-04,Male,DB00884,Risedronic acid,21,0,5,0,3
00-04,Male,DB00284,Acarbose,0,0,1,0,0
00-04,Male,DB00761,Potassium chloride,4,0,2,0,1
00-04,Male,DB04861,Nebivolol,12,0,5,0,4
00-04,Male,DB09258,Bemiparin,3,0,1,0,1
00-04,Male,DB00497,Oxycodone,3,0,1,0,1
00-04,Male,DB00502,Haloperidol,7,0,2,0,1
00-04,Male,DB01137,Levofloxacin,20,0,8,0,8
00-04,Male,DB00801,Halazepam,2,0,1,0,1
00-04,Male,DB00647,Dextropropoxyphene,4,0,1,0,1
00-04,Male,DB01544,Flunitrazepam,41,0,4,0,4
00-04,Male,DB01224,Quetiapine,6,0,6,0,2
00-04,Male,DB00264,Metoprolol,7,1,3,1,2
00-04,Male,DB01023,Felodipine,4,1,1,1,1
00-04,Male,DB00461,Nabumetone,0,0,1,0,0
00-04,Male,DB00152,Thiamine,64,0,7,0,7
00-04,Male,DB13025,Tiapride,6,0,2,0,1
00-04,Male,DB01628,Etoricoxib,5,0,3,0,2
00-04,Male,DB00275,Olmesartan,7,0,4,0,3
00-04,Male,DB01082,Streptomycin,2,0,1,0,1
00-04,Male,DB00622,Nicardipine,0,0,1,0,0
00-04,Male,DB13412,Pirisudanol,3,0,2,0,2
00-04,Male,DB01410,Ciclesonide,11,0,4,0,3
00-04,Male,DB00367,Levonorgestrel,7,0,3,0,2
00-04,Male,DB00876,Eprosartan,0,0,1,0,0
00-04,Male,DB00630,Alendronic acid,13,0,4,0,4
00-04,Male,DB09213,Dexibuprofen,4,0,3,0,2
00-04,Male,DB00814,Meloxicam,5,0,2,0,2
00-04,Male,DB00477,Chlorpromazine,14,0,3,0,2
00-04,Male,DB01216,Finasteride,7,0,4,0,4
00-04,Male,DB12523,Mizolastine,4,0,2,0,1
00-04,Male,DB00426,Famciclovir,5,0,1,0,1
00-04,Male,DB01128,Bicalutamide,11,0,1,0,1
00-04,Male,DB01217,Anastrozole,16,0,4,0,3
00-04,Male,DB01162,Terazosin,3,0,1,0,1
00-04,Male,DB00953,Rizatriptan,10,0,5,0,4
00-04,Male,DB09070,Tibolone,19,0,1,0,1
00-04,Male,DB00675,Tamoxifen,7,0,2,0,2
00-04,Male,DB01381,Ginkgo biloba,2,0,1,0,1
00-04,Male,DB00909,Zonisamide,42,0,3,0,3
00-04,Male,DB00603,Medroxyprogesterone acetate,1,0,1,0,1
00-04,Male,DB13124,Troxerutin,6,0,6,0,5
00-04,Male,DB00568,Cinnarizine,2,0,2,0,1
00-04,Male,DB00795,Sulfasalazine,21,2,2,1,2
00-04,Male,DB01220,Rifaximin,52,0,1,0,1
00-04,Male,DB00710,Ibandronate,0,0,1,0,0
00-04,Male,DB00716,Nedocromil,2,0,1,0,1
00-04,Male,DB01589,Quazepam,1,0,1,0,1
00-04,Male,DB00343,Diltiazem,6,0,2,0,1
00-04,Male,DB06470,Clomethiazole,2,0,1,0,1
00-04,Male,DB00567,Cephalexin,2,0,1,0,1
00-04,Male,DB01129,Rabeprazole,4,0,4,0,3
00-04,Male,DB09227,Barnidipine,0,0,1,0,0
00-04,Male,DB00136,Calcitriol,44,0,7,0,7
00-04,Male,DB00032,Menotropins,10,0,3,0,3
00-04,Male,DB00066,Follitropin,8,0,1,0,1
00-04,Male,DB00910,Paricalcitol,25,0,1,0,1
00-04,Male,DB00794,Primidone,5,0,1,0,1
00-04,Male,DB01054,Nitrendipine,12,0,2,0,2
00-04,Male,DB00104,Octreotide,6,0,2,0,2
00-04,Male,DB09267,Strontium ranelate,1,0,1,0,1
00-04,Male,DB14719,Bentazepam,0,0,1,0,0
00-04,Male,DB00389,Carbimazole,3,0,1,0,1
00-04,Male,DB00545,Pyridostigmine,2,0,1,0,1
00-04,Male,DB00227,Lovastatin,11,0,2,0,2
00-04,Male,DB00376,Trihexyphenidyl,38,0,1,0,1
00-04,Male,DB09236,Lacidipine,1,0,1,0,1
00-04,Male,DB00859,Penicillamine,6,0,1,0,1
00-04,Male,DB00813,Fentanyl,3,0,2,0,2
00-04,Male,DB09238,Manidipine,6,0,2,0,1
00-04,Male,DB00178,Ramipril,8,0,4,0,3
00-04,Male,DB00850,Perphenazine,4,0,1,0,1
00-04,Male,DB06288,Amisulpride,0,0,1,0,0
00-04,Male,DB00501,Cimetidine,14,0,1,0,1
00-04,Male,DB08985,Etilefrine,2,0,1,0,1
00-04,Male,DB12554,Mebeverine,2,0,1,0,1
00-04,Male,DB00351,Megestrol acetate,0,0,1,0,0
00-04,Male,DB00286,Conjugated estrogens,3,1,1,1,1
00-04,Male,DB00798,Gentamicin,2,0,2,0,1
00-04,Male,DB00246,Ziprasidone,2,0,1,0,1
00-04,Male,DB01200,Bromocriptine,1,0,2,0,1
00-04,Male,DB04552,Niflumic acid,0,0,1,0,0
00-04,Male,DB00577,Valaciclovir,3,0,2,0,1
00-04,Male,DB00877,Sirolimus,0,0,1,0,0
00-04,Male,DB06702,Fesoterodine,0,0,1,0,0
00-04,Male,DB00977,Ethinylestradiol,7,1,2,1,2
00-04,Male,DB00700,Eplerenone,0,0,1,0,0
00-04,Male,DB01195,Flecainide,2,0,2,0,1
00-04,Male,DB00982,Isotretinoin,2,0,1,0,1
00-04,Male,DB00950,Fexofenadine,1,0,1,0,1
00-04,Male,DB14360,Saw palmetto,1,0,1,0,1
00-04,Male,DB00717,Norethisterone,0,0,2,0,0
00-04,Male,DB01156,Bupropion,2,0,2,0,1
00-04,Male,DB00822,Disulfiram,4,0,1,0,1
00-04,Male,DB00608,Chloroquine,3,0,2,0,1
00-04,Male,DB01409,Tiotropium,3,0,1,0,1
00-04,Male,DB01182,Propafenone,2,0,1,0,1
00-04,Male,DB01100,Pimozide,11,0,1,0,1
00-04,Male,DB13416,Sulbutiamine,1,0,1,0,1
00-04,Male,DB00528,Lercanidipine,0,0,1,0,0
00-04,Male,DB00512,Vancomycin,13,0,1,0,1
00-04,Male,DB00531,Cyclophosphamide,5,0,1,0,1
05-09,Female,DB01001,Salbutamol,78858,15,29467,15,22733
05-09,Female,DB01050,Ibuprofen,285245,248,126337,157,95253
05-09,Female,DB01060,Amoxicillin,195820,60,113170,44,76838
05-09,Female,DB00316,Acetaminophen,143063,26,72110,23,56501
05-09,Female,DB01222,Budesonide,40810,2,15171,2,11913
05-09,Female,DB13867,Fluticasone,23830,0,4136,0,3502
05-09,Female,DB00920,Ketotifen,1278,0,624,0,413
05-09,Female,DB00972,Azelastine,341,0,288,0,190
05-09,Female,DB00967,Desloratadine,16706,0,12378,0,6769
05-09,Female,DB01211,Clarithromycin,13196,54,9291,48,6301
05-09,Female,DB12942,Lactitol,646,0,543,0,232
05-09,Female,DB13679,Dexchlorpheniramine,10698,0,16119,0,6109
05-09,Female,DB00417,Phenoxymethylpenicillin,6912,0,7944,0,4293
05-09,Female,DB00455,Loratadine,15330,0,13984,0,7143
05-09,Female,DB00341,Cetirizine,6679,0,5614,0,2879
05-09,Female,DB00557,Hydroxyzine,13288,0,20255,0,7851
05-09,Female,DB06742,Ambroxol,23443,0,18036,0,11675
05-09,Female,DB01184,Domperidone,6360,0,8152,0,3670
05-09,Female,DB09002,Cloperastine,55393,0,42754,0,26793
05-09,Female,DB11696,Racecadotril,1346,0,1421,0,720
05-09,Female,DB04339,Carbocisteine,11745,0,9552,0,6069
05-09,Female,DB01062,Oxybutynin,630,0,247,0,145
05-09,Female,DB00338,Omeprazole,7278,247,2861,72,2087
05-09,Female,DB00207,Azithromycin,28605,1,18546,1,11772
05-09,Female,DB00646,Nystatin,1249,0,1122,0,571
05-09,Female,DB01112,Cefuroxime,12132,0,10455,0,6031
05-09,Female,DB00860,Prednisolone,34596,24,16944,13,12572
05-09,Female,DB00514,Dextromethorphan,13406,2,11981,2,7276
05-09,Female,DB00186,Lorazepam,202,0,104,0,80
05-09,Female,DB00829,Diazepam,2667,111,740,30,504
05-09,Female,DB00388,Phenylephrine,4094,1,3618,1,2195
05-09,Female,DB00871,Terbutaline,5106,0,3799,0,2487
05-09,Female,DB01233,Metoclopramide,2020,0,2507,0,1251
05-09,Female,DB12472,Levodropropizine,4275,0,3892,0,2304
05-09,Female,DB06151,Acetylcysteine,17814,0,12558,0,8442
05-09,Female,DB13810,Dimemorfan,10517,0,9193,0,5488
05-09,Female,DB00318,Codeine,15451,0,12133,0,7710
05-09,Female,DB00983,Formoterol,2141,0,590,0,536
05-09,Female,DB00400,Griseofulvin,177,0,309,0,99
05-09,Female,DB00764,Mometasone,5615,0,3678,0,2504
05-09,Female,DB01140,Cefadroxil,616,0,825,0,335
05-09,Female,DB00584,Enalapril,703,26,175,8,140
05-09,Female,DB00641,Simvastatin,450,7,111,4,88
05-09,Female,DB01120,Gliclazide,28,1,7,1,7
05-09,Female,DB00643,Mebendazole,4859,0,8560,0,2837
05-09,Female,DB00828,Fosfomycin,1976,0,3290,0,1118
05-09,Female,DB00422,Methylphenidate,5885,66,2367,14,1288
05-09,Female,DB00289,Atomoxetine,506,9,192,5,92
05-09,Female,DB00916,Metronidazole,2165,5,1647,5,972
05-09,Female,DB00833,Cefaclor,1091,0,1063,0,585
05-09,Female,DB00864,Tacrolimus,1152,12,933,10,409
05-09,Female,DB06723,Aluminum hydroxide,986,0,976,0,510
05-09,Female,DB00671,Cefixime,5496,0,6083,0,2890
05-09,Female,DB00938,Salmeterol,20191,2,2651,2,2390
05-09,Female,DB00959,Methylprednisolone,3127,52,1229,34,899
05-09,Female,DB06825,Triptorelin,2394,0,957,0,562
05-09,Female,DB00313,Valproic acid,9289,283,745,42,615
05-09,Female,DB11921,Deflazacort,5274,0,2657,0,1891
05-09,Female,DB00281,Lidocaine,232,0,657,0,161
05-09,Female,DB00471,Montelukast,27458,0,4697,0,3703
05-09,Female,DB01306,Insulin aspart,1541,0,250,0,209
05-09,Female,DB00591,Fluocinolone acetonide,366,0,505,0,204
05-09,Female,DB13500,Otilonium,1139,0,1902,0,702
05-09,Female,DB00581,Lactulose,1580,0,1787,0,778
05-09,Female,DB11156,Pyrantel,854,0,1408,0,506
05-09,Female,DB11098,Potassium bicarbonate,56,0,15,0,14
05-09,Female,DB00035,Desmopressin,2362,0,1806,0,827
05-09,Female,DB00440,Trimethoprim,7285,100,2572,19,2393
05-09,Female,DB01015,Sulfamethoxazole,6979,145,2332,26,2332
05-09,Female,DB00199,Erythromycin,1360,3,1013,3,629
05-09,Female,DB13511,Clebopride,834,0,1050,0,446
05-09,Female,DB08906,Fluticasone furoate,2869,0,1568,0,1073
05-09,Female,DB00477,Chlorpromazine,23,0,6,0,4
05-09,Female,DB01592,Iron,933,9,718,6,325
05-09,Female,DB00857,Terbinafine,112,1,129,1,43
05-09,Female,DB01225,Enoxaparin,33,0,23,0,15
05-09,Female,DB13315,Sobrerol,131,0,136,0,78
05-09,Female,DB00741,Hydrocortisone,643,0,502,0,214
05-09,Female,DB09089,Trimebutine,295,0,492,0,167
