ATC	Name	DrugBankID	ChemicalSubgroups	PharmacologicalSubgroup	TherapeuticSubgroup	Dispensations	WomenDispensations	MenDispensations	NameSource	IDSource
A12AA91			Calcium	Calcium	Mineral supplements	8912	7335	1577		
A12AA92			Calcium	Calcium	Mineral supplements	18055	15770	2285		
A12AX91			Calcium, combinations with vitamin D and/or other drugs	Calcium	Mineral supplements	7174	5959	1215		
A12AX92			Calcium, combinations with vitamin D and/or other drugs	Calcium	Mineral supplements	254	205	49		
A12AX93			Calcium, combinations with vitamin D and/or other drugs	Calcium	Mineral supplements	416970	350932	66038		
A12AX94			Calcium, combinations with vitamin D and/or other drugs	Calcium	Mineral supplements	98160	82500	15660		
A12AX96			Calcium, combinations with vitamin D and/or other drugs	Calcium	Mineral supplements	50737	44179	6558		
A12AX97			Calcium, combinations with vitamin D and/or other drugs	Calcium	Mineral supplements	19574	16970	2604		
A12BA01	Potassium Chloride	DB00761	Potassium	Potassium	Mineral supplements	19738	13337	6401	DrugBank	DrugBank
A12BA04	Potassium bicarbonate	DB11098	Potassium	Potassium	Mineral supplements	102475	63394	39081	DrugBank	DrugBank
A12BA05	Potassium gluconate	DB13620	Potassium	Potassium	Mineral supplements	1	1	0	DrugBank	DrugBank
A12BA30	Potassium (different salts in combination)		Potassium	Potassium	Mineral supplements	25952	15731	10221	WHOCC	
A12BA91			Potassium	Potassium	Mineral supplements	1154	764	390		
A12CC06	Magnesium	DB01378	Magnesium	Other mineral supplements	Mineral supplements	1	1	0	DrugBank	DrugBank
A12CX91			Other mineral products	Other mineral supplements	Mineral supplements	251	99	152		
A14AA02	Stanozolol	DB06718	Androstan derivatives	Anabolic steroids	Anabolic agents for systemic use	370	111	259	DrugBank	DrugBank
A14AB01	Nandrolone	DB13169	Estren derivatives	Anabolic steroids	Anabolic agents for systemic use	617	289	328	DrugBank	DrugBank
A16AA01	L-Carnitine	DB00583	Amino acids and derivatives	Other alimentary tract and metabolism products	Other alimentary tract and metabolism products	2973	1643	1330	DrugBank	DrugBank
A16AX02	Anethole trithione	DB13853	Various alimentary tract and metabolism products	Other alimentary tract and metabolism products	Other alimentary tract and metabolism products	4	2	2	DrugBank	DrugBank
B01AA03	Warfarin	DB00682	Vitamin K antagonists	Antithrombotic agents	Antithrombotic agents	20338	9912	10426	DrugBank	DrugBank
B01AA07	Acenocoumarol	DB01418	Vitamin K antagonists	Antithrombotic agents	Antithrombotic agents	203185	100491	102694	DrugBank	DrugBank
B01AB01	Heparin	DB01109	Heparin group	Antithrombotic agents	Antithrombotic agents	83	40	43	DrugBank	DrugBank
B01AB04	Dalteparin	DB06779	Heparin group	Antithrombotic agents	Antithrombotic agents	26170	14637	11533	DrugBank	DrugBank
B01AB05	Enoxaparin	DB01225	Heparin group	Antithrombotic agents	Antithrombotic agents	462589	260328	202261	DrugBank	DrugBank
B01AB06	Nadroparin	DB08813	Heparin group	Antithrombotic agents	Antithrombotic agents	5223	2916	2307	DrugBank	DrugBank
B01AB10	Tinzaparin	DB06822	Heparin group	Antithrombotic agents	Antithrombotic agents	25815	13816	11999	DrugBank	DrugBank
B01AB11	Sulodexide	DB06271	Heparin group	Antithrombotic agents	Antithrombotic agents	1767	1365	402	DrugBank	DrugBank
B01AB12	Bemiparin	DB09258	Heparin group	Antithrombotic agents	Antithrombotic agents	94445	53985	40460	DrugBank	DrugBank
B01AC01	Ditazole	DB08994	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	162	91	71	DrugBank	DrugBank
B01AC04	Clopidogrel	DB00758	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	161676	63185	98491	DrugBank	DrugBank
B01AC05	Ticlopidine	DB00208	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	2155	941	1214	DrugBank	DrugBank
B01AC06	Acetylsalicylic acid	DB00945	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	699019	336032	362987	DrugBank	DrugBank
B01AC07	Dipyridamole	DB00975	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	3555	1840	1715	DrugBank	DrugBank
B01AC18	Triflusal	DB08814	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	31195	14907	16288	DrugBank	DrugBank
B01AC22	Prasugrel	DB06209	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	4285	625	3660	DrugBank	DrugBank
B01AC23	Cilostazol	DB01166	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	15946	3716	12230	DrugBank	DrugBank
B01AC24	Ticagrelor	DB08816	Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	8083	1635	6448	DrugBank	DrugBank
B01AC30	Combinations		Platelet aggregation inhibitors excl. heparin	Antithrombotic agents	Antithrombotic agents	5117	1399	3718	WHOCC	
B01AD01	Streptokinase	DB00086	Enzymes	Antithrombotic agents	Antithrombotic agents	217873	137003	80870	DrugBank	DrugBank
B01AE07	Dabigatran etexilate	DB06695	Direct thrombin inhibitors	Antithrombotic agents	Antithrombotic agents	19942	10108	9834	DrugBank	DrugBank
B01AF01	Rivaroxaban	DB06228	Direct factor Xa inhibitors	Antithrombotic agents	Antithrombotic agents	22503	11530	10973	DrugBank	DrugBank
B01AF02	Apixaban	DB06605	Direct factor Xa inhibitors	Antithrombotic agents	Antithrombotic agents	20048	10446	9602	DrugBank	DrugBank
B01AF03	Edoxaban	DB09075	Direct factor Xa inhibitors	Antithrombotic agents	Antithrombotic agents	4313	2151	2162	WHOCC	DrugBankWeb
B01AX05	Fondaparinux	DB11728	Other antithrombotic agents	Antithrombotic agents	Antithrombotic agents	2790	1705	1085	DrugBank	DrugBank
B02AA01	Aminocaproic Acid	DB00513	Amino acids	Antifibrinolytics	Antihemorrhagics	7264	3165	4099	DrugBank	DrugBank
B02AA02	Tranexamic Acid	DB00302	Amino acids	Antifibrinolytics	Antihemorrhagics	142290	105034	37256	DrugBank	DrugBank
B02BA01	Phylloquinone	DB01022	Vitamin K	Vitamin k and other hemostatics	Antihemorrhagics	5499	3021	2478	DrugBank	DrugBank
B02BA52			Vitamin K	Vitamin k and other hemostatics	Antihemorrhagics	119	76	43		
B02BC30	Combinations		Local hemostatics	Vitamin k and other hemostatics	Antihemorrhagics	2825	1327	1498	WHOCC	
B02BX01	Etamsylate	DB13483	Other systemic hemostatics	Vitamin k and other hemostatics	Antihemorrhagics	73	51	22	WHOCC	DrugBankWeb
B03AA01	Ferrous glycine sulfate	DB01592	Iron bivalent, oral preparations	Iron preparations	Antianemic preparations	236566	194906	41660	DrugBank-corrected	DrugBank
B03AA03	Ferrous gluconate	DB01592	Iron bivalent, oral preparations	Iron preparations	Antianemic preparations	9933	7688	2245	DrugBank-corrected	DrugBank
B03AA07	Ferrous sulfate	DB13257	Iron bivalent, oral preparations	Iron preparations	Antianemic preparations	744255	600060	144195	DrugBank	DrugBank
B03AA91			Iron bivalent, oral preparations	Iron preparations	Antianemic preparations	23083	16539	6544		
B03AB09	Ferric proteinsuccinylate		Iron trivalent, oral preparations	Iron preparations	Antianemic preparations	167404	137230	30174	WHOCC	
B03AB91			Iron trivalent, oral preparations	Iron preparations	Antianemic preparations	13	11	2		
B03AB92			Iron trivalent, oral preparations	Iron preparations	Antianemic preparations	137898	110762	27136		
B03AB93			Iron trivalent, oral preparations	Iron preparations	Antianemic preparations	426	322	104		
B03AD02	Ferrous fumarate	DB01592	Iron in combination with folic acid	Iron preparations	Antianemic preparations	4554	3633	921	DrugBank-corrected	DrugBank
B03AD91			Iron in combination with folic acid	Iron preparations	Antianemic preparations	3298	2437	861		
B03BA01	Cyanocobalamin	DB00115	Vitamin B12 (cyanocobalamin and analogues)	Vitamin b12 and folic acid	Antianemic preparations	136644	82847	53797	DrugBank	DrugBank
B03BA03	Hydroxocobalamin	DB00200	Vitamin B12 (cyanocobalamin and analogues)	Vitamin b12 and folic acid	Antianemic preparations	2	0	2	DrugBank	DrugBank
B03BA51	Cyanocobalamin, combinations	DB00115	Vitamin B12 (cyanocobalamin and analogues)	Vitamin b12 and folic acid	Antianemic preparations	135009	109575	25434	DrugBank-corrected	DrugBank
B03BB01	Folic Acid	DB00158	Folic acid and derivatives	Vitamin b12 and folic acid	Antianemic preparations	255689	186387	69302	DrugBank	DrugBank
B05BA03	Carbohydrates		Solutions for parenteral nutrition	I.v. solutions	Blood substitutes and perfusion solutions	6	3	3	WHOCC	
B05BA91			Solutions for parenteral nutrition	I.v. solutions	Blood substitutes and perfusion solutions	1250	848	402		
B05BB01	Electrolytes		Solutions affecting the electrolyte balance	I.v. solutions	Blood substitutes and perfusion solutions	13	6	7	WHOCC	
B05BB02	Electrolytes with carbohydrates		Solutions affecting the electrolyte balance	I.v. solutions	Blood substitutes and perfusion solutions	2	1	1	WHOCC	
B05BB91			Solutions affecting the electrolyte balance	I.v. solutions	Blood substitutes and perfusion solutions	179016	103948	75068		
B05BB92			Solutions affecting the electrolyte balance	I.v. solutions	Blood substitutes and perfusion solutions	1193	832	361		
B05DB91			Hypertonic solutions	Peritoneal dialytics	Blood substitutes and perfusion solutions	2	1	1		
B05XA02	Sodium bicarbonate	DB01390	Electrolyte solutions	I.v. solution additives	Blood substitutes and perfusion solutions	123	39	84	DrugBank	DrugBank
B06AA55	Streptokinase, combinations	DB00086	Enzymes	Other hematological agents	Other hematological agents	3	1	2	DrugBank-corrected	DrugBank
C01AA05	Digoxin	DB00390	Digitalis glycosides	Cardiac glycosides	Cardiac therapy	89801	53759	36042	DrugBank	DrugBank
C01AA08	Metildigoxin	DB13401	Digitalis glycosides	Cardiac glycosides	Cardiac therapy	1553	1081	472	WHOCC	DrugBankWeb
C01BA02	Procainamide	DB01035	Antiarrhythmics, class Ia	Antiarrhythmics, class i and iii	Cardiac therapy	35	7	28	DrugBank	DrugBank
C01BA03	Disopyramide	DB00280	Antiarrhythmics, class Ia	Antiarrhythmics, class i and iii	Cardiac therapy	181	111	70	DrugBank	DrugBank
C01BA13	Hydroquinidine	DB15300	Antiarrhythmics, class Ia	Antiarrhythmics, class i and iii	Cardiac therapy	72	33	39	WHOCC	DrugBankWeb
C01BB02	Mexiletine	DB00379	Antiarrhythmics, class Ib	Antiarrhythmics, class i and iii	Cardiac therapy	11	1	10	DrugBank	DrugBank
C01BC03	Propafenone	DB01182	Antiarrhythmics, class Ic	Antiarrhythmics, class i and iii	Cardiac therapy	9666	5743	3923	DrugBank	DrugBank
C01BC04	Flecainide	DB01195	Antiarrhythmics, class Ic	Antiarrhythmics, class i and iii	Cardiac therapy	26382	14165	12217	DrugBank	DrugBank
C01BD01	Amiodarone	DB01118	Antiarrhythmics, class III	Antiarrhythmics, class i and iii	Cardiac therapy	70502	33368	37134	DrugBank	DrugBank
C01BD07	Dronedarone	DB04855	Antiarrhythmics, class III	Antiarrhythmics, class i and iii	Cardiac therapy	3603	1930	1673	DrugBank	DrugBank
C01CA01	Etilefrine	DB08985	Adrenergic and dopaminergic agents	Cardiac stimulants excl. cardiac glycosides	Cardiac therapy	11498	9020	2478	DrugBank	DrugBank
C01CA02	Isoprenaline	DB01064	Adrenergic and dopaminergic agents	Cardiac stimulants excl. cardiac glycosides	Cardiac therapy	6	3	3	DrugBank	DrugBank
C01CA24	Epinephrine	DB00668	Adrenergic and dopaminergic agents	Cardiac stimulants excl. cardiac glycosides	Cardiac therapy	23870	13750	10120	DrugBank	DrugBank
C01DA02	Glyceryl trinitrate	DB00727	Organic nitrates	Vasodilators used in cardiac diseases	Cardiac therapy	154161	67912	86249	DrugBank-corrected	DrugBank
C01DA08	Isosorbide Dinitrate	DB00883	Organic nitrates	Vasodilators used in cardiac diseases	Cardiac therapy	2423	1086	1337	DrugBank	DrugBank
C01DA14	Isosorbide Mononitrate	DB01020	Organic nitrates	Vasodilators used in cardiac diseases	Cardiac therapy	41432	17225	24207	DrugBank	DrugBank
C01DA52	Glyceryl trinitrate, combinations	DB00727	Organic nitrates	Vasodilators used in cardiac diseases	Cardiac therapy	94313	32213	62100	DrugBank-corrected	DrugBank
C01DX12	Molsidomine	DB09282	Other vasodilators used in cardiac diseases	Vasodilators used in cardiac diseases	Cardiac therapy	4010	1718	2292	DrugBank	DrugBank
C01EB15	Trimetazidine	DB09069	Other cardiac preparations	Other cardiac preparations	Cardiac therapy	116761	71812	44949	DrugBank	DrugBank
C01EB17	Ivabradine	DB09083	Other cardiac preparations	Other cardiac preparations	Cardiac therapy	23554	9100	14454	DrugBank	DrugBank
C01EB18	Ranolazine	DB00243	Other cardiac preparations	Other cardiac preparations	Cardiac therapy	9377	3256	6121	DrugBank	DrugBank
C02AB01	Methyldopa (levorotatory)		Methyldopa	Antiadrenergic agents, centrally acting	Antihypertensives	2418	2235	183	WHOCC	
C02AC01	Clonidine	DB00575	Imidazoline receptor agonists	Antiadrenergic agents, centrally acting	Antihypertensives	838	356	482	DrugBank	DrugBank
C02AC02	Guanfacine	DB01018	Imidazoline receptor agonists	Antiadrenergic agents, centrally acting	Antihypertensives	385	87	298	DrugBank	DrugBank
C02AC05	Moxonidine	DB09242	Imidazoline receptor agonists	Antiadrenergic agents, centrally acting	Antihypertensives	2447	1282	1165	DrugBank	DrugBank
C02CA01	Prazosin	DB00457	Alpha-adrenoreceptor antagonists	Antiadrenergic agents, peripherally acting	Antihypertensives	611	342	269	DrugBank	DrugBank
C02CA04	Doxazosin	DB00590	Alpha-adrenoreceptor antagonists	Antiadrenergic agents, peripherally acting	Antihypertensives	105273	40774	64499	DrugBank	DrugBank
C02DB02	Hydralazine	DB01275	Hydrazinophthalazine derivatives	Arteriolar smooth muscle, agents acting on	Antihypertensives	18910	9513	9397	DrugBank	DrugBank
C02DC01	Minoxidil	DB00350	Pyrimidine derivatives	Arteriolar smooth muscle, agents acting on	Antihypertensives	264	85	179	DrugBank	DrugBank
C02LA51	Reserpine	DB00206	Rauwolfia alkaloids and diuretics in combination	Antihypertensives and diuretics in combination	Antihypertensives	1	1	0	DrugBank	DrugBank
C03AA03	Hydrochlorothiazide	DB00999	Thiazides, plain	Low-ceiling diuretics, thiazides	Diuretics	455356	278839	176517	DrugBank	DrugBank
C03AX91			Thiazides, combinations with other drugs	Low-ceiling diuretics, thiazides	Diuretics	13	10	3		
C03BA04	Chlorthalidone	DB00310	Sulfonamides, plain	Low-ceiling diuretics, excl. thiazides	Diuretics	28883	18377	10506	DrugBank	DrugBank
C03BA10	Xipamide	DB13803	Sulfonamides, plain	Low-ceiling diuretics, excl. thiazides	Diuretics	3131	2179	952	WHOCC	DrugBankWeb
C03BA11	Indapamide	DB00808	Sulfonamides, plain	Low-ceiling diuretics, excl. thiazides	Diuretics	56569	34913	21656	DrugBank	DrugBank
C03CA01	Furosemide	DB00695	Sulfonamides, plain	High-ceiling diuretics	Diuretics	444190	253717	190473	DrugBank	DrugBank
C03CA02	Bumetanide	DB00887	Sulfonamides, plain	High-ceiling diuretics	Diuretics	810	498	312	DrugBank	DrugBank
C03CA03	Piretanide	DB02925	Sulfonamides, plain	High-ceiling diuretics	Diuretics	414	289	125	DrugBank	DrugBank
C03CA04	Torasemide	DB00214	Sulfonamides, plain	High-ceiling diuretics	Diuretics	170169	103355	66814	DrugBank	DrugBank
C03DA01	Spironolactone	DB00421	Aldosterone antagonists	Potassium-sparing agents	Diuretics	103789	54350	49439	DrugBank	DrugBank
C03DA04	Eplerenone	DB00700	Aldosterone antagonists	Potassium-sparing agents	Diuretics	20470	5723	14747	DrugBank	DrugBank
C03EA01	Hydrochlorothiazide and potassium-sparing agents	DB00999	Low-ceiling diuretics and potassium-sparing agents	Diuretics and potassium-sparing agents in combination	Diuretics	56046	38414	17632	DrugBank-corrected	DrugBank
C03EA04	Altizide and potassium-sparing agents		Low-ceiling diuretics and potassium-sparing agents	Diuretics and potassium-sparing agents in combination	Diuretics	2200	1433	767	WHOCC	
C03EA06	Chlortalidone and potassium-sparing agents	DB00310	Low-ceiling diuretics and potassium-sparing agents	Diuretics and potassium-sparing agents in combination	Diuretics	2235	1550	685	DrugBank-corrected	DrugBank
C03EB01	Furosemide and potassium-sparing agents	DB00695	High-ceiling diuretics and potassium-sparing agents	Diuretics and potassium-sparing agents in combination	Diuretics	5660	4033	1627	DrugBank-corrected	DrugBank
C04AA02	Nylidrin	DB06152	2-amino-1-phenylethanol derivatives	Peripheral vasodilators	Peripheral vasodilators	1	0	1	DrugBank	DrugBank
C04AD03	Pentoxifylline	DB00806	Purine derivatives	Peripheral vasodilators	Peripheral vasodilators	83911	39112	44799	DrugBank	DrugBank
C04AE01	Ergoloid mesylates		Ergot alkaloids	Peripheral vasodilators	Peripheral vasodilators	3096	2094	1002	WHOCC	
C04AE02	Nicergoline	DB00699	Ergot alkaloids	Peripheral vasodilators	Peripheral vasodilators	3819	2495	1324	DrugBank	DrugBank
C04AE04	Dihydroergocristine	DB13345	Ergot alkaloids	Peripheral vasodilators	Peripheral vasodilators	1931	1369	562	WHOCC	DrugBankWeb
C04AE54	Dihydroergocristine, combinations	DB13345	Ergot alkaloids	Peripheral vasodilators	Peripheral vasodilators	17857	12028	5829	WHOCC	DrugBankWeb
C04AX07	Vincamine	DB13374	Other peripheral vasodilators	Peripheral vasodilators	Peripheral vasodilators	63	40	23	DrugBank	DrugBank
C04AX17	Vinburnine	DB13793	Other peripheral vasodilators	Peripheral vasodilators	Peripheral vasodilators	145	88	57	WHOCC	DrugBankWeb
C04AX20	Buflomedil	DB13510	Other peripheral vasodilators	Peripheral vasodilators	Peripheral vasodilators	7927	4238	3689	WHOCC	DrugBankWeb
C04AX21	Naftidrofuryl	DB13588	Other peripheral vasodilators	Peripheral vasodilators	Peripheral vasodilators	1534	594	940	WHOCC	DrugBankWeb
C04AX57			Other peripheral vasodilators	Peripheral vasodilators	Peripheral vasodilators	4409	2956	1453		
