Rankp	Strength	Npats	Co-disp. length	Drug.1	Drug.2	RRi.fem	Severity
(735,4)	0.57	     1	17+-NA	Dihydroergotamine	Oxprenolol	0	None
(1209,29)	0.06	  9536	1.66+-2.6	Azithromycin	Acenocoumarol	0.88	None
(886,2)	0.17	  2776	6.31+-10.76	Atenolol	Salmeterol	0.69	Moderate
(1557,46)	0.41	    22	1.14+-0.47	Methylprednisolone aceponate	Ketoconazole	0.77	Major
(909,1732)	0.26	    31	9.35+-12.65	Atenolol	Prazosin	1.69	Moderate
(695,51)	0.17	    46	6.98+-11.74	Phenytoin	Methotrexate	0.71	Moderate
(1249,144)	0.16	  1489	1.94+-3.37	Omeprazole	Ketoconazole	0.96	Moderate
(661,3663)	0.12	     2	2+-0	Norethisterone	Pioglitazone	Inf	Minor
(1392,2169)	0.17	    55	1.56+-2.18	Ketoconazole	Clonazepam	1.2	None
(1318,54)	0.01	     3	1+-0	Tetracycline	Quinapril	0.46	Moderate
(1102,720)	0.21	  4850	9.08+-12.14	Bisoprolol	Glyburide	0.63	Moderate
(1123,829)	0.11	   249	1.54+-1.66	Cyclosporine	Tacrolimus	0.74	Major
(721,348)	0.23	    51	1+-0	Isotretinoin	Minocycline	0.76	Major
(1361,43)	0.53	     5	12.6+-8.35	Clozapine	Ketazolam	0.62	None
(1351,5)	0.12	   681	1.23+-0.72	Amiodarone	Clarithromycin	0.89	Major
(885,119)	0.11	    22	1.77+-1.8	Hydrocortisone	Primidone	0.64	Moderate
(879,259)	0.08	   422	1.79+-1.83	Terbinafine	Acenocoumarol	0.65	None
(1071,132)	0.16	    36	1.33+-0.89	Erythromycin	Midazolam	2.11	Moderate
(1532,156)	0.25	    20	9.8+-16.73	Ranolazine	Verapamil	1.39	Major
(968,1111)	0.2	   125	5.33+-8.07	Salmeterol	Nadolol	0.56	Major
(1121,355)	0.06	  8307	1.67+-2.21	Fluconazole	Simvastatin	1.31	Major
(737,327)	0.18	  3228	8.59+-10.94	Methotrexate	Acetylsalicylic acid	0.97	Major
(802,86)	0.6	   460	1.02+-0.22	Doxycycline	Cloxacillin	0.87	Moderate
(1513,467)	0.1	    11	2.18+-3.6	Galantamine	Ketoconazole	1.12	Moderate
(793,46)	0.22	    26	11.35+-13.86	Nortriptyline	Rivastigmine	5.11	Moderate
(1526,62)	1	     1	1+-NA	Metoprolol	Disopyramide	0	Major
(816,1)	0.5	    75	1.01+-0.12	Tetracycline	Ferrous glycine sulfate	4.43	Moderate
(1381,29)	0.27	    68	8.35+-11.58	Imipramine	Carbamazepine	1.94	Moderate
(1558,27)	0.15	     2	1+-0	Erlotinib	Clarithromycin	0.93	Moderate
(1267,4547)	0.2	    13	1.62+-1.04	Cimetidine	Acenocoumarol	0.41	None
(682,2352)	0.05	     2	1.5+-0.71	Phenytoin	Telithromycin	Inf	Major
(928,9378)	0.32	    19	9.21+-11.13	Metoprolol	Propafenone	1.28	Moderate
(659,22535)	0.21	    20	1.1+-0.45	Prednisolone	Ethinylestradiol	Inf	Moderate
(1759,133691)	0.14	  1363	3.24+-5.72	Prednisone	Warfarin	0.84	Moderate
(1710,1916)	0.1	   320	1.24+-0.82	Erythromycin	Digoxin	1.93	Moderate
(1533,12)	0.2	    29	1.55+-2.05	Conjugated estrogens	Prednisone	8.06	Moderate
(1420,36543)	0.27	    65	6.66+-10.18	Selegiline	Escitalopram	0.85	Major
(1054,5853)	0.31	   197	1.26+-1.31	Ketoconazole	Budesonide	0.92	Major
(1475,16312)	0.12	    82	1.66+-1.47	Acitretin	Methotrexate	0.56	Major
(681,9894)	0.15	    70	4.16+-5.96	Oxcarbazepine	Ethinylestradiol	Inf	Major
(1337,2260)	0.13	   461	1.34+-0.95	Trazodone	Itraconazole	2.61	Moderate
(666,6721)	0.13	     6	1.67+-1.21	Pyridostigmine	Triamcinolone	4.65	Moderate
(770,22193)	0.1	    70	2.93+-5.58	Indomethacin	Lithium	1.1	Major
(1317,18)	0.24	  3056	8.58+-13.57	Propranolol	Sertraline	2.27	Moderate
(1288,3)	0.35	     2	4.5+-2.12	Phenytoin	Methadone	0.93	Major
(797,145)	0.08	    97	1.36+-1.01	Fluconazole	Eplerenone	0.34	Moderate
(1243,31)	0.06	   379	1.23+-1.21	Atorvastatin	Fusidic acid	0.76	None
(887,21)	0.26	  3034	14.27+-21.68	Cyclosporine	Omeprazole	0.76	Moderate
(1484,31)	0.14	    50	5.58+-8.38	Warfarin	Cholestyramine	0.73	Moderate
(794,958)	0.62	     8	1.12+-0.35	Amikacin	Cefuroxime	0.31	Moderate
(865,73)	0.19	  5502	5.77+-7.47	Trazodone	Acenocoumarol	1.31	None
(1087,389)	0.16	   327	5.32+-9.64	Almotriptan	Sertraline	5.68	Major
(1538,53)	0.1	   291	2.1+-1.78	Losartan	Rifampicin	0.64	Moderate
(662,3)	0.15	  1675	2.37+-3.62	Ibuprofen	Nadolol	2.34	Moderate
(1422,2)	0.8	    12	1+-0	Doxycycline	Ampicillin	0.66	Moderate
(727,45)	0.16	   601	2.03+-3.76	Labetalol	Ibuprofen	9.61	Moderate
(766,6)	0.07	    73	2.58+-4.81	Itraconazole	Phenobarbital	1.41	Moderate
(1767,25)	0.17	    28	4.14+-3.71	Danazol	Acenocoumarol	1.24	None
(657,531)	0.5	     1	1+-NA	Betamethasone	Rifampicin	Inf	Moderate
(1684,29976)	0.27	    33	1.7+-1.05	Cyclosporine	Itraconazole	0.6	Major
(1118,1023)	0.26	    17	10.76+-16.39	Trihexyphenidyl	Donepezil	2.23	Moderate
(1416,1044)	0.26	   120	11.81+-18.24	Venlafaxine	Propafenone	2.92	Moderate
(1080,292)	0.26	   234	1.08+-0.37	Ergotamine	Clarithromycin	2.7	Major
(679,5)	0.04	     1	1+-NA	Warfarin	Ketoprofen	Inf	Major
(1507,51)	0.25	   255	11.27+-17.1	Fenofibrate	Ursodeoxycholic acid	0.97	None
(1104,16)	0.49	    28	1.11+-0.31	Ofloxacin	Ferrous glycine sulfate	1.44	None
(1459,114)	0.26	   254	5.93+-7.3	Acarbose	Digoxin	1.56	Moderate
(1542,3031)	0.31	    15	18.6+-23.35	Phenytoin	Fludrocortisone	1.06	Moderate
(1061,117)	0.37	   410	1+-0.05	Tetracycline	Amoxicillin	2.25	Moderate
(977,77)	0.17	     2	9.5+-12.02	Fluvoxamine	Methadone	Inf	Moderate
(1268,66)	0.23	  7813	1.13+-0.65	Diazepam	Clarithromycin	2.34	Moderate
(678,151)	0.07	     1	6+-NA	Doxepin	Rasagiline	Inf	Major
(1137,468)	0.29	   225	3.32+-6.19	Dihydroergotamine	Propranolol	3.25	Moderate
(848,77)	0.17	    46	2.28+-4.11	Cyclobenzaprine	Rivastigmine	3.82	Moderate
(995,51)	0.24	  1879	1.08+-0.51	Minocycline	Amoxicillin	1.11	Moderate
(1255,90)	0.41	     5	12.2+-12.79	Cyclosporine	Glipizide	0.62	Moderate
(787,529)	0.14	    31	8.45+-15	Venlafaxine	Naratriptan	6.27	Major
(1130,170)	0.36	    35	5.11+-6.88	Fluoxetine	Selegiline	1.39	Major
(1219,40)	0.22	    27	5.59+-17.79	Metoprolol	Verapamil	0.74	Major
(1662,65)	0.25	   243	11.45+-19.29	Citalopram	Metoprolol	2.3	Moderate
(914,1)	0.12	   519	1.72+-3.39	Propranolol	Terbutaline	1.21	Major
(772,59)	0.11	    28	5.32+-13.62	Tizanidine	Quinapril	0.93	Major
(712,1793)	0.21	     2	3+-1.41	Trimipramine	Donepezil	0.93	Moderate
(1588,91)	0.2	    71	4.45+-8.39	Salbutamol	Doxepin	1.2	Moderate
(1765,669)	0.08	   320	1.65+-2.15	Warfarin	Naproxen	1.11	Major
(1060,19)	0.19	  1667	7.74+-15.01	Alprazolam	Carbamazepine	1.57	Moderate
(899,15)	0.1	  7671	2.77+-5.35	Atenolol	Salbutamol	1.02	Moderate
(1694,1879)	0.15	    40	3.7+-6.19	Medroxyprogesterone acetate	Acenocoumarol	5.27	None
(1301,220)	0.07	    19	2.74+-4.2	Warfarin	Meloxicam	0.84	Major
(818,154)	0.27	    30	1.27+-1.28	Codeine	Cimetidine	1.86	Moderate
(900,100)	0.18	  5508	7.65+-14.2	Atorvastatin	Gemfibrozil	0.39	Major
(1390,30)	0.25	   320	1.43+-1.74	Fluconazole	Celecoxib	2.79	Moderate
(1611,26)	0.11	    64	3.95+-4.36	Desogestrel	Lamotrigine	Inf	Moderate
(757,5)	0.07	     2	1+-0	Trifluoperazine	Rivastigmine	Inf	Moderate
(1452,7)	0.1	   310	1.23+-0.61	Erythromycin	Quetiapine	2.2	Major
(1048,5)	0.08	    49	2.49+-6.17	Doxycycline	Warfarin	0.76	Moderate
(1591,11)	0.16	     8	5.25+-7.87	Cimetidine	Fentanyl	2.79	Moderate
(1352,4)	0.18	    10	3.4+-5.56	Cyclosporine	Nicardipine	1.39	Moderate
(1096,398)	0.22	    58	1.52+-1.22	Rifampicin	Etoricoxib	1.14	None
(1755,12)	0.29	    66	1.47+-1.23	Erythromycin	Theophylline	0.77	Moderate
(1490,14)	0.14	   150	5.17+-6.09	Lamotrigine	Ethinylestradiol	Inf	Moderate
(1529,22)	0.23	    61	8.41+-11.23	Galantamine	Clomipramine	2.05	Moderate
(827,17)	0.5	    16	1.19+-0.54	Prednisolone	Itraconazole	2.04	Moderate
(1719,55)	0.28	     8	6.88+-8.36	Clozapine	Rivastigmine	0.56	Moderate
(935,179)	0.25	   116	3.64+-8.34	Phenytoin	Megestrol acetate	1	Moderate
(1220,50)	0.13	    59	1.36+-0.78	Amikacin	Furosemide	1.1	Major
(1522,4)	0.12	   141	4.97+-11.43	Lovastatin	Colchicine	0.37	Major
(1256,3)	0.25	    14	1.5+-0.85	Erythromycin	Zafirlukast	2.32	Moderate
(830,197)	0.22	  1618	6.64+-9.16	Methimazole	Acenocoumarol	1.65	None
(1369,47)	0.11	   117	3.04+-5.67	Atenolol	Piroxicam	2.18	Moderate
(1179,11)	0.17	  2885	2.59+-5.08	Indomethacin	Furosemide	0.82	Moderate
(860,82)	0.24	  3921	9.24+-13.36	Pentoxifylline	Acenocoumarol	0.45	None
(969,25)	0.33	     2	1+-0	Methylergometrine	Epinephrine	Inf	Major
(754,1331)	0.24	  2495	6.59+-7.89	Galantamine	Risperidone	1.57	Moderate
(1630,80)	0.15	   153	5.38+-8.18	Eletriptan	Venlafaxine	10.92	Major
(1358,5)	0.18	   669	4.16+-6.38	Glyburide	Glucosamine	1.08	None
(1582,1)	0.14	     7	1.43+-0.79	Lidocaine	Labetalol	1.24	Moderate
(1124,13)	0.11	    23	4+-5.36	Chlorthalidone	Lithium	2.63	Major
(990,16)	0.15	   144	4.55+-7.47	Repaglinide	Glipizide	0.66	None
(1203,5)	0.11	   178	1.14+-0.43	Erythromycin	Amiodarone	1.06	Major
(775,11273)	0.13	  8806	2.42+-3.3	Levothyroxine	Ferrous glycine sulfate	10.47	Moderate
(1638,274)	0.15	  5236	1.5+-1.69	Fluconazole	Alprazolam	2.99	Major
(1627,9217)	0.1	    15	6.2+-7.67	Eplerenone	Lithium	0.14	Moderate
(1520,585)	0.22	   477	1.66+-1.95	Diazepam	Rifampicin	0.97	Minor
(875,1857)	0.19	   307	6.55+-8.26	Amitriptyline	Rivastigmine	1.69	Moderate
(792,2338)	0.25	  2169	11.14+-16.21	Repaglinide	Carvedilol	0.58	Moderate
(1281,255)	0.28	    20	4.35+-6.41	Verapamil	Nadolol	0.62	Major
(994,2)	0.1	     5	1.6+-0.89	Warfarin	Isotretinoin	0.62	Moderate
(1238,842)	0.14	     3	2+-1.73	Nortriptyline	Moclobemide	1.86	None
(1211,839)	0.23	   100	5.77+-10.09	Citalopram	Selegiline	1.98	Major
(1229,31)	0.22	   235	8.27+-12.7	Fluvoxamine	Acenocoumarol	1.28	None
(895,10)	0.3	    89	6.94+-9.04	Flutamide	Acenocoumarol	0.09	None
(1075,25)	0.21	  1876	9.93+-12.76	Atenolol	Repaglinide	0.88	Moderate
(1226,28)	0.09	    42	1.48+-0.89	Cilostazol	Itraconazole	0.1	Major
(1331,3)	0.2	    92	1.42+-1.17	Ergotamine	Itraconazole	3.35	Major
(808,111)	0.5	     2	1+-0	Acetylsalicylic acid	Paramethasone	Inf	None
(1359,6)	0.27	    42	6.48+-9.56	Clonidine	Bisoprolol	0.84	Major
(781,455)	0.05	     5	1+-0	Betamethasone	Pyridostigmine	Inf	Moderate
(1284,17)	1	     1	1+-NA	Mitomycin	Vinblastine	0	Moderate
(1554,78)	0.05	     9	1.56+-0.73	Cimetidine	Propranolol	7.44	Moderate
(826,53)	0.2	     2	13.5+-2.12	Dihydroergotamine	Sotalol	Inf	Moderate
(1350,72)	0.11	    76	2.47+-2.72	Carbamazepine	Ethinylestradiol	Inf	Major
(1068,115)	0.15	    10	1.3+-0.95	Trifluoperazine	Levofloxacin	0.93	Moderate
(893,2)	0.26	    14	17.21+-25.57	Colestipol	Raloxifene	5.58	Moderate
(1180,12)	0.14	 14980	2.84+-5.32	Propranolol	Ibuprofen	2.02	Moderate
(1489,22)	0.13	     2	1.5+-0.71	Methotrexate	Mefenamic acid	Inf	Major
(1294,16)	0.09	    72	1.4+-1.38	Digoxin	Josamycin	1.86	None
(1020,212)	0.28	    17	5.47+-8.03	Clozapine	Flunitrazepam	1.05	None
(1270,65)	0.1	    13	1.15+-0.38	Clozapine	Norfloxacin	1.49	Major
(993,28)	0.49	     3	1+-0	Prednisolone	Ketoconazole	0.46	Moderate
(1781,3)	0.14	     3	1+-0	Sotalol	Piroxicam	Inf	Moderate
(1093,197)	0.14	   794	1.28+-0.8	Moxifloxacin	Amiodarone	0.73	Major
(1097,58)	0.55	     9	3.78+-4.97	Prazosin	Verapamil	3.25	Moderate
(1202,21883)	0.06	    33	1.09+-0.29	Tetracycline	Insulin Aspart	0.77	Moderate
(1057,622)	0.45	    69	1.1+-0.43	Erythromycin	Cabergoline	9.76	Major
(1163,43869)	0.34	  1845	24.76+-29.02	Carbamazepine	Levetiracetam	0.83	Moderate
(967,1907)	0.16	  3663	5.66+-9.77	Repaglinide	Gliclazide	0.84	None
(1310,10740)	0.5	     2	17.5+-6.36	Disopyramide	Carvedilol	0.93	Major
(1762,1675)	0.56	     2	1+-0	Oxytetracycline	Cloxacillin	0.93	Moderate
(809,3196)	0.22	   132	10.58+-11.91	Rivastigmine	Clomipramine	1.86	Moderate
(1400,22709)	0.38	    16	19.88+-29.27	Ticlopidine	Phenytoin	0.72	Moderate
(1062,84)	0.47	    34	2.47+-2.8	Spironolactone	Benazepril	0.73	Major
(1401,4)	0.17	  1259	1.51+-1.75	Fluconazole	Amitriptyline	4.07	Moderate
(821,220)	0.17	     9	2.22+-1.92	Metoprolol	Phenobarbital	1.86	Moderate
(872,358)	0.05	     2	1.5+-0.71	Terbutaline	Oxprenolol	0	None
(983,4906)	0.05	     1	1+-NA	Trospium	Doxepin	Inf	Moderate
(1217,1401)	0.1	    13	4.23+-5.26	Clozapine	Lisinopril	0.58	Moderate
(1111,13)	0.15	    18	4.78+-8.38	Ergotamine	Isosorbide mononitrate	1.16	Moderate
(908,73)	0.02	     2	1+-0	Phenytoin	Quazepam	0.93	Moderate
(1585,561)	0.15	    10	1.7+-1.89	Clemastine	Donepezil	1.39	Moderate
(1648,2198)	0.71	  7022	11.69+-14.02	Pravastatin	Fenofibrate	0.46	Major
(1197,3822)	0.11	  5034	4.76+-8.59	Metformin	Glucosamine	1.15	None
(1326,1570)	0.14	    32	6.78+-11.35	Theophylline	Phenobarbital	0.64	Moderate
(1051,6943)	0.13	   145	1.22+-1.2	Prednisolone	Acetylsalicylic acid	1.18	Moderate
(1427,5508)	0.13	    13	5+-5.54	Theophylline	Primidone	0.17	Moderate
(896,302)	0.13	    82	1.62+-2.18	Ketoconazole	Acenocoumarol	0.43	None
(1568,353)	0.14	   416	1.37+-1.14	Ciprofloxacin	Sevelamer	0.58	Moderate
(1160,3465)	0.35	     6	10.17+-15.84	Fluvoxamine	Frovatriptan	Inf	Major
(1107,3)	0.09	  2673	3.24+-9.15	Enalapril	Tizanidine	0.99	Major
(861,143)	0.26	     2	1.5+-0.71	Dihydroergotamine	Naratriptan	Inf	Major
(1418,410)	0.23	    50	1.84+-3.23	Ketoconazole	Rabeprazole	1.18	Moderate
(930,23)	0.07	   245	1.44+-1.26	Fluconazole	Lovastatin	2.11	Major
(1362,128)	0.3	     7	1.14+-0.38	Phenytoin	Prednisolone	1.24	Moderate
(1411,1436)	0.28	     4	1+-0	Ketoconazole	Pioglitazone	0.93	Moderate
(1496,56)	0.28	    10	2.2+-1.87	Fluvoxamine	Doxepin	1.39	Major
(1260,24)	0.11	   146	3.25+-7.03	Warfarin	Hydrocortisone	1.22	Moderate
(1159,168)	0.28	     2	5.5+-6.36	Fluvoxamine	Moclobemide	Inf	None
(834,12)	0.75	     2	1.5+-0.71	Ampicillin	Tetracycline	Inf	Moderate
(1553,7)	0.1	    28	2.11+-1.66	Rifampicin	Clomipramine	1.44	Minor
(866,99)	1	     1	1+-NA	Carbamazepine	Telithromycin	0	Major
(870,4)	0.19	   672	7.56+-12.72	Rosuvastatin	Gemfibrozil	0.34	Major
(836,101)	0.04	     3	1+-0	Cyproheptadine	Galantamine	Inf	Moderate
(1008,14)	0.32	   163	1.34+-0.91	Chlorpromazine	Levofloxacin	0.54	Moderate
(1328,2)	0.16	     9	4.56+-4.9	Metoprolol	Piroxicam	1.16	Moderate
(1521,66)	0.02	     1	1+-NA	Phenytoin	Paramethasone	0	None
(1038,834)	0.36	     3	1.67+-1.15	Trospium	Azelastine	1.86	None
(1373,47)	0.06	     1	1+-NA	Cimetidine	Galantamine	0	Moderate
(1189,10)	0.18	     4	1+-0	Ergotamine	Josamycin	2.79	None
(1264,9893)	0.2	   128	9.54+-14.76	Amitriptyline	Galantamine	2.79	Moderate
(932,2218)	0.44	    10	1.1+-0.32	Dapsone	Trimethoprim	2.17	Moderate
(1763,3444)	0.13	   313	3.43+-6.28	Imipramine	Salbutamol	1.65	Moderate
(1340,671)	0.11	   144	1.61+-1.48	Carbamazepine	Itraconazole	1.46	Moderate
(1614,681)	0.06	    14	1+-0	Erythromycin	Sotalol	1.67	Major
(943,21954)	0.2	    25	4.24+-4.45	Phenytoin	Disulfiram	0.13	Moderate
(1210,125)	0.06	   227	1.3+-0.91	Phenytoin	Clarithromycin	0.81	Moderate
(1254,3168)	0.07	    80	1.24+-0.86	Erythromycin	Warfarin	1.32	Major
(1715,103)	0.17	    31	4.81+-13.36	Trospium	Desloratadine	2.27	None
(1265,901)	0.11	  3219	1.19+-0.75	Fluoxetine	Clarithromycin	4.73	Moderate
(1314,16)	0.67	     1	2+-NA	Clodronic acid	Estramustine	0	None
(1299,332)	0.04	     5	1.4+-0.89	Galantamine	Periciazine	3.72	None
(1504,330)	0.12	    94	1.49+-1.6	Fluconazole	Phenytoin	0.75	Moderate
(1042,90)	0.41	    20	30.3+-38.47	Phenytoin	Vigabatrin	0.93	Minor
(1013,444)	0.07	  2219	2.06+-4.34	Bisoprolol	Terbutaline	0.94	Moderate
(1170,263)	0.31	   242	1.09+-0.4	Tacrolimus	Clarithromycin	1.15	Major
(1431,3297)	0.47	     1	7+-NA	Cyclosporine	Flurbiprofen	Inf	Moderate
(1175,5777)	0.22	   659	8.77+-12.73	Folic Acid	Phenytoin	0.76	Moderate
(971,155)	0.19	  9528	8.28+-15.53	Omeprazole	Ketazolam	2.24	None
(998,2482)	0.47	     5	1.2+-0.45	Dapsone	Rifampicin	0	Moderate
(1367,1517)	0.12	    48	1.44+-1.15	Warfarin	Terbinafine	0.42	Moderate
(1597,2127)	0.61	     7	2.29+-3.4	Dihydroergotamine	Ketoconazole	5.58	Major
(979,1225)	0.19	  1639	1.25+-0.88	Erythromycin	Diazepam	2.4	Moderate
(1387,283)	0.11	     8	2.88+-4.91	Epinephrine	Rasagiline	0.56	Moderate
(1583,406)	0.25	     1	3+-NA	Cyclosporine	Tenoxicam	Inf	None
(1171,272)	0.2	    13	6.54+-13.3	Nortriptyline	Rasagiline	2.09	Major
(1406,213)	0.38	    40	21.93+-30.31	Cyclosporine	Verapamil	0.4	Moderate
(1346,1005)	0.41	     8	14.38+-17.61	Ranolazine	Sotalol	0.93	Major
(1757,182)	1	     1	1+-NA	Gentamicin	Cefazolin	0	Moderate
(1164,854)	0.05	    87	1.85+-2.57	Terbutaline	Rasagiline	0.66	Moderate
(1245,13841)	0.3	    28	1.5+-1.29	Ergotamine	Frovatriptan	3.41	Major
(1749,2533)	0.32	    41	2.1+-3.53	Allopurinol	Mercaptopurine	0.38	Major
(1419,9)	0.2	     8	1.62+-0.92	Ranolazine	Itraconazole	0	Major
(1287,71)	0.19	    86	1.4+-0.84	Almotriptan	Itraconazole	4.78	Moderate
(1280,2)	0.14	   347	6.02+-10.22	Bisoprolol	Ergotamine	2.54	Moderate
(1576,149)	0.19	    27	3.37+-4.31	Digoxin	Cyclophosphamide	1	Moderate
(1389,2412)	0.28	     3	1.33+-0.58	Cimetidine	Nitrendipine	0.46	None
(1173,5)	0.11	   695	1.38+-1.19	Furosemide	Gentamicin	1.62	Major
(1336,76)	0.3	     2	2+-1.41	Imatinib	Simvastatin	Inf	Moderate
(1461,10)	0.23	     7	2.43+-2.51	Diltiazem	Buspirone	0.7	Moderate
(1194,10)	0.19	    31	9.45+-18.23	Labetalol	Salmeterol	2.27	Major
(1524,174)	0.23	  3168	12.05+-16.18	Gliclazide	Carvedilol	0.61	None
(1621,28)	0.01	     1	1+-NA	Methotrexate	Benzylpenicillin	Inf	Major
(988,230)	0.19	     6	1+-0	Warfarin	Ceftriaxone	1.86	Moderate
(975,42)	0.07	     2	3+-2.83	Disopyramide	Sotalol	Inf	Major
(1026,67)	0.15	    21	5.14+-8.8	Phenytoin	Rifampicin	0.29	Major
(1375,4886)	0.16	   311	2.86+-4.23	Salbutamol	Nadolol	1.06	Major
(1388,48)	0.04	     9	1+-0	Tetracycline	Insulin Detemir	0.74	Moderate
(1289,364)	0.13	   364	1.3+-0.81	Risperidone	Itraconazole	1.12	None
(1177,43)	0.25	    78	13.5+-18.82	Cyclosporine	Repaglinide	0.49	Major
(1324,216)	0.05	    54	1.07+-0.33	Tetracycline	Acenocoumarol	1.35	None
(1258,4)	0.12	    34	3.97+-5.25	Fluvoxamine	Zolmitriptan	1.94	Moderate
(1079,231)	0.05	     5	1.8+-0.84	Azithromycin	Disopyramide	1.39	Major
(1274,180)	0.09	     1	4+-NA	Fluphenazine	Bromocriptine	Inf	Moderate
(1091,73)	0.19	   174	1.46+-1.01	Prednisone	Estriol	52.98	None
(1152,559)	0.21	    65	7.62+-12.51	Clozapine	Alprazolam	0.62	Major
(982,2083)	0.15	  9848	6.24+-12.73	Simvastatin	Gemfibrozil	0.47	Major
(1168,95)	0.12	   582	1.79+-1.95	Cyclosporine	Ciprofloxacin	0.59	Moderate
(1407,28)	0.21	   318	8.22+-11.11	Warfarin	Pentoxifylline	0.36	Moderate
(1564,13)	0.26	   104	7.93+-10.02	Donepezil	Oxybutynin	1.32	Moderate
(1587,490)	0.14	   971	4.22+-6.76	Glimepiride	Pregabalin	0.83	None
(1058,4)	0.07	  3626	2.13+-4.69	Triamcinolone	Acetylsalicylic acid	0.68	Moderate
(1044,255)	0.25	   851	9.1+-13.14	Fluoxetine	Lithium	1.27	Major
(981,13)	0.02	     1	1+-NA	Pseudoephedrine	Moclobemide	Inf	None
(1541,2)	0.16	    10	1.2+-0.42	Tamoxifen	Rifampicin	8.37	Moderate
(1190,11)	0.02	     1	1+-NA	Trospium	Chlorpromazine	Inf	Moderate
(958,8)	0.1	  1724	3.62+-7.59	Salbutamol	Clomipramine	1.79	Moderate
(1645,18)	0.68	     5	16.6+-13.16	Metoprolol	Glipizide	1.39	Moderate
(1559,43)	0.17	     1	1+-NA	Cyclosporine	Modafinil	Inf	Moderate
(1341,65)	0.18	    16	3.75+-5.23	Phenytoin	Felodipine	1.55	Major
(1059,141)	0.06	  3122	1.24+-1.1	Clarithromycin	Acenocoumarol	0.98	None
(1300,94)	0.28	   197	12.25+-18.98	Fluvoxamine	Lithium	0.77	Major
(1481,367)	0.4	    67	1.09+-0.38	Sucralfate	Itraconazole	1.29	None
(1670,9149)	0.13	    45	3.44+-4.55	Cyclosporine	Sevelamer	0.51	Moderate
(1119,860)	0.31	 12317	17.7+-23.3	Diltiazem	Simvastatin	0.87	Major
(1458,465)	0.12	 29976	1.39+-0.87	Ethinylestradiol	Amoxicillin	1113.54	Moderate
(1601,890)	0.06	     3	1+-0	Ketoconazole	Cilostazol	0	Major
(1115,65)	0.18	   726	6.12+-11.08	Oxycodone	Paroxetine	2.9	Moderate
(1669,581)	0.3	    12	2.25+-3.11	Thiethylperazine	Bromocriptine	10.22	Moderate
(1218,120)	0.26	     3	2.33+-2.31	Piroxicam	Nadolol	0.46	Moderate
(1230,363)	0.1	  3824	1.2+-0.83	Sertraline	Clarithromycin	3.09	Moderate
(1516,281)	0.71	    11	1+-0	Tetracycline	Cloxacillin	0.53	Moderate
(1003,1893)	0.16	    36	1.03+-0.17	Ethinylestradiol	Ketoconazole	Inf	Moderate
(1027,866)	0.16	     1	4+-NA	Galantamine	Trimipramine	0	Moderate
(1569,47)	0.25	  1349	9.93+-15.33	Fluoxetine	Carvedilol	1.31	Moderate
(1471,12)	0.16	  1023	1.05+-0.23	Ethinylestradiol	Cloxacillin	474.49	Moderate
(1518,5)	0.18	     2	1+-0	Cyclosporine	Josamycin	Inf	None
(1261,17)	0.19	   467	5.03+-9.08	Almotriptan	Escitalopram	5.36	Major
(1043,20)	0.04	     3	1.33+-0.58	Mefenamic acid	Lithium	Inf	Major
(1470,125)	0.31	   735	12.51+-15.9	Mirtazapine	Galantamine	2.44	Moderate
(1133,311)	0.11	 43869	3.42+-5.38	Alendronic acid	Ibuprofen	11.4	Moderate
(1237,7)	0.27	     4	1.25+-0.5	Sirolimus	Itraconazole	0.31	Major
(1235,82)	0.17	    25	6.88+-7.38	Fluvoxamine	Warfarin	0.86	Moderate
(1213,20838)	0.23	  2207	3.3+-7.73	Tramadol	Carbamazepine	1.43	Moderate
(1770,236)	0.35	   420	1.55+-3.33	Fluconazole	Tacrolimus	1.23	Major
(1198,242)	0.29	   124	6.02+-9.12	Valproic acid	Nimodipine	1.17	Minor
(1382,13)	0.25	  4364	7.97+-14.03	Amitriptyline	Duloxetine	5.41	Major
(1728,1783)	0.22	     5	8.4+-7.99	Bromocriptine	Methotrimeprazine	1.39	Moderate
(1734,3824)	0.17	   551	4.97+-9.88	Paroxetine	Almotriptan	5.81	Major
(1442,1243)	0.28	    27	2.56+-3.65	Cyproheptadine	Fluoxetine	2.21	Moderate
(1774,187)	0.1	     1	3+-NA	Carbamazepine	Imatinib	Inf	Moderate
(1140,3122)	0.32	   110	1.15+-0.54	Moxifloxacin	Sucralfate	1.04	Moderate
(1480,16)	0.05	    82	1.22+-0.82	Sotalol	Clarithromycin	1.61	Major
(1132,774)	0.04	     5	1.2+-0.45	Felodipine	Phenobarbital	1.39	Moderate
(1550,6)	0.05	     1	2+-NA	Interferon alfa-2b	Theophylline	Inf	Moderate
(1511,45)	0.34	     7	12.43+-21	Glipizide	Nadolol	0.7	Moderate
(1483,6577)	0.07	   340	1.1+-0.35	Methotrexate	Cloxacillin	1.94	Major
(1384,4337)	0.23	    19	2+-1.05	Cyclosporine	Rifampicin	0.54	Major
(1433,1131)	0.17	  6721	6.22+-8.72	Acetylsalicylic acid	Ginkgo biloba	1.32	Moderate
(1424,91)	0.23	 18923	10.36+-13.47	Allopurinol	Acenocoumarol	0.37	None
(1593,955)	0.23	    19	7.42+-8.51	Bisoprolol	Chlorpropamide	2.01	Moderate
